location	Juneau County	#F68E8E
location	Trempealeau County	#F78F8F
location	Buffalo County	#F89090
location	Rock County	#F89191
location	Brown County WI	#F99292
location	Green County	#FA9393
location	Taylor County WI	#FB9494
location	Barron County	#FC9595
location	Houston County	#FD9696
location	Winona County	#FE9797
location	Anchorage	#FF9999

category	International	#BFBFBF
category	USA	#609F80
category	Community	#1D3026
category	Facility-22	#2952A3
category	Facility-24	#456CBA
category	Facility-26	#6186D1
category	Facility-27	#7DA0E8
category	Facility-4	#99BBFF
category	Facility-11	#7A29A3
category	Facility-12	#8637AE
category	Facility-14	#9245BA
category	Facility-16	#9F53C5
category	Facility-21	#AB61D1
category	Facility-33	#B76FDC
category	Facility-6	#C47DE8
category	Facility-7	#D08BF3
category	Facility-8	#DD99FF
category	Facility-13	#A32929
category	Facility-15	#AE3737
category	Facility-2	#BA4545
category	Facility-20	#C55353
category	Facility-23	#D16161
category	Facility-3	#DC6F6F
category	Facility-31	#E87D7D
category	Facility-5	#F38B8B
category	Facility-9	#FF9999
category	Facility-1	#A37A29
category	Facility-10	#C19B4E
category	Facility-17	#E0BC73
category	Facility-19	#FFDD99

